#scaffold	subcluster_id	asmbl_acc	cdna_accs	alignment_description
gi|68713	63	asmbl_89	gi|19837846|gb|AV803861.1|AV803861,gi|85940531|gb|DR261510.1|DR261510,gi|8681399|gb|AV521872.1|AV521872,c195_g0_i1,c381_g0_i1,c419_g0_i1,c469_g0_i1,c599_g0_i1,c611_g0_i1,c1513_g0_i1,c2030_g0_i1,c2151_g0_i1,c2248_g0_i1,c2456_g0_i1,c2477_g0_i1,c2534_g0_i1,c2546_g0_i1,c2566_g0_i1,c2569_g0_i1,c2631_g0_i1,c2696_g0_i1,c2751_g0_i1,c2783_g0_i1,c2799_g0_i1,c2926_g0_i1,gi|21689628|gb|AY122903.1|,c3463_g0_i1,c3468_g0_i1,c3554_g0_i1,c3583_g0_i1,c3736_g0_i1,c3870_g0_i1,c4130_g0_i1,c4182_g0_i1,c5537_g0_i1,c5540_g0_i1,c6817_g0_i1,gi|32883020|gb|CB258247.1|CB258247,gi|32886320|gb|CB261547.1|CB261547,gi|48982819|gb|BP567053.1|BP567053,gi|49028509|gb|BP579299.1|BP579299,gi|49031958|gb|BP582748.1|BP582748,gi|49033696|gb|BP584486.1|BP584486,gi|49252019|gb|BP604509.1|BP604509,gi|49253141|gb|BP605628.1|BP605628,gi|49255384|gb|BP607871.1|BP607871,gi|49266194|gb|BP615012.1|BP615012,gi|49269986|gb|BP618804.1|BP618804,gi|49278384|gb|BP627132.1|BP627132,gi|49305812|gb|BP654342.1|BP654342,gi|49320648|gb|BP669145.1|BP669145,gi|59842940|gb|BP806861.1|BP806861,gi|59844681|gb|BP808602.1|BP808602,gi|59881670|gb|BP828484.1|BP828484,gi|59909920|gb|BP848947.1|BP848947,gi|59911280|gb|BP850307.1|BP850307,gi|59915754|gb|BP854781.1|BP854781,gi|59920142|gb|BP859169.1|BP859169,gi|19824295|gb|AV790312.1|AV790312,gi|59925822|gb|BP864849.1|BP864849,gi|71035203|gb|DR749863.1|DR749863,gi|19833280|gb|AV799297.1|AV799297,gi|19837932|gb|AV803947.1|AV803947,gi|85940529|gb|DR261508.1|DR261508,gi|85940530|gb|DR261509.1|DR261509,gi|85940532|gb|DR261511.1|DR261511,gi|85940533|gb|DR261512.1|DR261512,gi|85940536|gb|DR261515.1|DR261515,gi|19840387|gb|AV806402.1|AV806402,gi|19843237|gb|AV809252.1|AV809252,gi|19844686|gb|AV810701.1|AV810701,gi|19844731|gb|AV810746.1|AV810746,gi|19857605|gb|AV815767.1|AV815767,gi|19858450|gb|AV816594.1|AV816594,gi|19858743|gb|AV816882.1|AV816882,gi|86088037|gb|DR383796.1|DR383796,gi|8692102|gb|AV531819.1|AV531819,gi|20453172|gb|AY094457.1|,gi|26019689|gb|CA781656.1|CA781656,gi|2763037|gb|T46345.1|T46345,gi|32882824|gb|CB258051.1|CB258051,gi|32886810|gb|CB262037.1|CB262037,gi|37428060|gb|CF651992.1|CF651992,gi|16974586|gb|AY060569.1|,gi|453770|gb|Z29787.1|Z29787,gi|47830657|gb|CK120341.1|CK120341,gi|48980515|gb|BP564749.1|BP564749,gi|48982055|gb|BP566289.1|BP566289,gi|48984401|gb|BP568635.1|BP568635,gi|48989490|gb|BP573724.1|BP573724,gi|48990472|gb|BP574706.1|BP574706,gi|49034157|gb|BP584947.1|BP584947,gi|49155691|gb|BP588223.1|BP588223,gi|49156654|gb|BP589186.1|BP589186,gi|49156702|gb|BP589234.1|BP589234,gi|49160308|gb|BP592840.1|BP592840,gi|49163054|gb|BP595586.1|BP595586,gi|49165664|gb|BP598196.1|BP598196,gi|49165951|gb|BP598483.1|BP598483,gi|49166435|gb|BP598967.1|BP598967,gi|49167317|gb|BP599849.1|BP599849,gi|49232083|gb|BP601839.1|BP601839,gi|49234145|gb|BP603901.1|BP603901,gi|49252182|gb|BP604672.1|BP604672,gi|49252978|gb|BP605465.1|BP605465,gi|49253175|gb|BP605662.1|BP605662,gi|49255175|gb|BP607662.1|BP607662,gi|49255421|gb|BP607908.1|BP607908,gi|49260419|gb|BP609237.1|BP609237,gi|49270195|gb|BP619013.1|BP619013,gi|49272123|gb|BP620941.1|BP620941,gi|49272143|gb|BP620961.1|BP620961,gi|49272584|gb|BP621402.1|BP621402,gi|49279570|gb|BP628318.1|BP628318,gi|49282897|gb|BP631645.1|BP631645,gi|49283053|gb|BP631801.1|BP631801,gi|49284127|gb|BP632875.1|BP632875,gi|49300934|gb|BP649464.1|BP649464,gi|49306817|gb|BP655347.1|BP655347,gi|49310080|gb|BP658610.1|BP658610,gi|49310141|gb|BP658671.1|BP658671,gi|49318277|gb|BP666774.1|BP666774,gi|49320425|gb|BP668922.1|BP668922,gi|499161|emb|X67034.1|ATATHB6,gi|58843170|gb|BP783991.1|BP783991,gi|59267367|gb|BP788583.1|BP788583,gi|59267375|gb|BP788587.1|BP788587,gi|59267876|gb|BP788838.1|BP788838,gi|59794799|gb|BP797833.1|BP797833,gi|59836015|gb|BP799936.1|BP799936,gi|59837760|gb|BP801681.1|BP801681,gi|59841637|gb|BP805558.1|BP805558,gi|19803242|gb|AV784452.1|AV784452,gi|59847147|gb|BP811068.1|BP811068,gi|19803268|gb|AV784478.1|AV784478,gi|59848021|gb|BP811942.1|BP811942,gi|59848743|gb|BP812664.1|BP812664,gi|59881899|gb|BP828713.1|BP828713,gi|19805672|gb|AV786882.1|AV786882,gi|59913630|gb|BP852657.1|BP852657,gi|19822980|gb|AV788997.1|AV788997,gi|59916978|gb|BP856005.1|BP856005,gi|59920118|gb|BP859145.1|BP859145,gi|59920334|gb|BP859361.1|BP859361,gi|59921086|gb|BP860113.1|BP860113,gi|59926176|gb|BP865203.1|BP865203,gi|7609805|gb|AV439467.1|AV439467,gi|7611967|gb|AV441576.1|AV441576,gi|19825949|gb|AV791966.1|AV791966,gi|19827923|gb|AV793940.1|AV793940,gi|19827961|gb|AV793978.1|AV793978,c554_g0_i1,c556_g0_i1,c5538_g0_i1,c5539_g0_i1,c5541_g0_i1,c5544_g0_i1,c573_g0_i1,c614_g0_i1,c656_g0_i1,c665_g0_i1,c667_g0_i1,c6780_g0_i1,c6914_g0_i1,c941_g0_i1,c1061_g0_i1,c1172_g0_i1,c1295_g0_i1,c1429_g0_i1,c1430_g0_i1,c1458_g0_i1,c1462_g0_i1,c208_g0_i1,c2122_g0_i1,c2160_g0_i1,c2181_g0_i1,c2237_g0_i1,c2322_g0_i1,c2355_g0_i1,c2382_g0_i1,c2384_g0_i1,c2410_g0_i1,c2417_g0_i1,c2420_g0_i1,c2438_g0_i1,c2478_g0_i1,c2481_g0_i1,c2489_g0_i1,c2509_g0_i1,c2529_g0_i1,c2533_g0_i1,c2548_g0_i1,c2549_g0_i1,c2568_g0_i1,c2579_g0_i1,c2672_g0_i1,c2674_g0_i1,c2697_g0_i1,c2702_g0_i1,c2744_g0_i1,c2787_g0_i1,c2960_g0_i1,c2966_g0_i1,c2998_g0_i1,c2999_g0_i1,c3070_g0_i1,c3089_g0_i1,c3090_g0_i1,c3122_g0_i1,c3427_g0_i1,c3464_g0_i1,c3609_g0_i1,c3669_g0_i1,c3681_g0_i1,c3699_g0_i1,c3718_g0_i1,c382_g0_i1,c3728_g0_i1,c3869_g0_i1,c402_g0_i1,c4045_g0_i1,c4053_g0_i1,c4076_g0_i1,c4088_g0_i1,c4101_g0_i1,c4127_g0_i1,c4128_g0_i1,c4135_g0_i1,c426_g0_i1,c4178_g0_i1,c4263_g0_i1,c4304_g0_i1,c4332_g0_i1,c447_g0_i1,c467_g0_i1,c523_g0_i1,c1258_g0_i1,c1389_g0_i1,c1633_g0_i1,c187_g0_i1,c2062_g0_i1,c2087_g0_i1,c2537_g0_i1,c2636_g0_i1,c3343_g0_i1,c3701_g0_i1,c4085_g0_i1,c4090_g0_i1,c4262_g0_i1,c5542_g0_i1,c5543_g0_i1,c5545_g0_i1,c7252_g0_i1,c733_g0_i1,c758_g0_i1,c832_g0_i1,c833_g0_i1,c959_g0_i1,c961_g0_i1,c963_g0_i1,gi|16651|gb|Z17509.1|Z17509,gi|17380689|gb|AY063819.1|,gi|19865557|gb|AV823498.1|AV823498,gi|19867748|gb|AV825688.1|AV825688,gi|19873293|gb|AV831233.1|AV831233,gi|19873349|gb|AV831289.1|AV831289,gi|2047401|gb|AA395785.1|AA395785,gi|2047590|gb|AA394379.1|AA394379,gi|2047674|gb|AA394449.1|AA394449,gi|2757088|gb|T21558.1|T21558,gi|315497|gb|T04337.1|T04337,gi|40454769|gb|CD534757.1|CD534757,gi|46369406|gb|CF774445.1|CF774445,gi|49252407|gb|BP604895.1|BP604895,gi|49266618|gb|BP615436.1|BP615436,gi|5846095|gb|AI999190.1|AI999190,gi|59844929|gb|BP808850.1|BP808850,gi|59915263|gb|BP854290.1|BP854290,gi|59915986|gb|BP855013.1|BP855013,gi|71035202|gb|DR749862.1|DR749862,gi|85940534|gb|DR261513.1|DR261513,gi|85940535|gb|DR261514.1|DR261514,gi|85940537|gb|DR261516.1|DR261516,gi|935973|gb|T88114.1|T88114	orient(a+/s+) align: 66456(1)-66743(288)>GT....AG<66823(289)-67202(668)>GT....AG<67331(669)-68191(1529)
gi|68713	63	asmbl_90	gi|19837846|gb|AV803861.1|AV803861,gi|8681399|gb|AV521872.1|AV521872,c381_g0_i1,c419_g0_i1,c469_g0_i1,c599_g0_i1,c611_g0_i1,c2151_g0_i1,c2248_g0_i1,c2456_g0_i1,c2477_g0_i1,c2534_g0_i1,c2546_g0_i1,c2566_g0_i1,c2569_g0_i1,c2631_g0_i1,c2696_g0_i1,c2751_g0_i1,c2783_g0_i1,c2799_g0_i1,c2926_g0_i1,c3463_g0_i1,c3468_g0_i1,c3736_g0_i1,c6817_g0_i1,gi|48982819|gb|BP567053.1|BP567053,gi|49028509|gb|BP579299.1|BP579299,gi|49031958|gb|BP582748.1|BP582748,gi|49033696|gb|BP584486.1|BP584486,gi|49252019|gb|BP604509.1|BP604509,gi|49253141|gb|BP605628.1|BP605628,gi|49255384|gb|BP607871.1|BP607871,gi|49266194|gb|BP615012.1|BP615012,gi|49269986|gb|BP618804.1|BP618804,gi|49278384|gb|BP627132.1|BP627132,gi|49305812|gb|BP654342.1|BP654342,gi|49320648|gb|BP669145.1|BP669145,gi|59881670|gb|BP828484.1|BP828484,gi|19824295|gb|AV790312.1|AV790312,gi|71035203|gb|DR749863.1|DR749863,gi|19833280|gb|AV799297.1|AV799297,gi|19837932|gb|AV803947.1|AV803947,gi|19840387|gb|AV806402.1|AV806402,gi|19843237|gb|AV809252.1|AV809252,gi|19844686|gb|AV810701.1|AV810701,gi|19844731|gb|AV810746.1|AV810746,gi|86057934|gb|DR353691.1|DR353691,gi|19857605|gb|AV815767.1|AV815767,gi|19858450|gb|AV816594.1|AV816594,gi|19858743|gb|AV816882.1|AV816882,gi|86088037|gb|DR383796.1|DR383796,gi|8692102|gb|AV531819.1|AV531819,gi|26019689|gb|CA781656.1|CA781656,gi|47830657|gb|CK120341.1|CK120341,gi|48980515|gb|BP564749.1|BP564749,gi|48982055|gb|BP566289.1|BP566289,gi|48984401|gb|BP568635.1|BP568635,gi|48989490|gb|BP573724.1|BP573724,gi|48990472|gb|BP574706.1|BP574706,gi|49034157|gb|BP584947.1|BP584947,gi|49155691|gb|BP588223.1|BP588223,gi|49156654|gb|BP589186.1|BP589186,gi|49156702|gb|BP589234.1|BP589234,gi|49160308|gb|BP592840.1|BP592840,gi|49163054|gb|BP595586.1|BP595586,gi|49165664|gb|BP598196.1|BP598196,gi|49165951|gb|BP598483.1|BP598483,gi|49166435|gb|BP598967.1|BP598967,gi|49167317|gb|BP599849.1|BP599849,gi|49232083|gb|BP601839.1|BP601839,gi|49234145|gb|BP603901.1|BP603901,gi|49252182|gb|BP604672.1|BP604672,gi|49252978|gb|BP605465.1|BP605465,gi|49253175|gb|BP605662.1|BP605662,gi|49255175|gb|BP607662.1|BP607662,gi|49255421|gb|BP607908.1|BP607908,gi|49260419|gb|BP609237.1|BP609237,gi|49270195|gb|BP619013.1|BP619013,gi|49272123|gb|BP620941.1|BP620941,gi|49272143|gb|BP620961.1|BP620961,gi|49272584|gb|BP621402.1|BP621402,gi|49279570|gb|BP628318.1|BP628318,gi|49282897|gb|BP631645.1|BP631645,gi|49283053|gb|BP631801.1|BP631801,gi|49284127|gb|BP632875.1|BP632875,gi|49300934|gb|BP649464.1|BP649464,gi|49306817|gb|BP655347.1|BP655347,gi|49310080|gb|BP658610.1|BP658610,gi|49310141|gb|BP658671.1|BP658671,gi|49318277|gb|BP666774.1|BP666774,gi|49320425|gb|BP668922.1|BP668922,gi|58843170|gb|BP783991.1|BP783991,gi|59267367|gb|BP788583.1|BP788583,gi|59267375|gb|BP788587.1|BP788587,gi|59267876|gb|BP788838.1|BP788838,gi|19803242|gb|AV784452.1|AV784452,gi|19803268|gb|AV784478.1|AV784478,gi|59848743|gb|BP812664.1|BP812664,gi|19805672|gb|AV786882.1|AV786882,gi|19822980|gb|AV788997.1|AV788997,gi|7609805|gb|AV439467.1|AV439467,gi|19825949|gb|AV791966.1|AV791966,gi|19827923|gb|AV793940.1|AV793940,gi|19827961|gb|AV793978.1|AV793978,c554_g0_i1,c556_g0_i1,c573_g0_i1,c614_g0_i1,c6463_g0_i1,c656_g0_i1,c665_g0_i1,c667_g0_i1,c6780_g0_i1,c6914_g0_i1,c1172_g0_i1,c2122_g0_i1,c2160_g0_i1,c2181_g0_i1,c2237_g0_i1,c2322_g0_i1,c2355_g0_i1,c2382_g0_i1,c2384_g0_i1,c2410_g0_i1,c2417_g0_i1,c2420_g0_i1,c2438_g0_i1,c2478_g0_i1,c2481_g0_i1,c2489_g0_i1,c2509_g0_i1,c2529_g0_i1,c2533_g0_i1,c2548_g0_i1,c2549_g0_i1,c2568_g0_i1,c2579_g0_i1,c2672_g0_i1,c2674_g0_i1,c2697_g0_i1,c2702_g0_i1,c2744_g0_i1,c2787_g0_i1,c2960_g0_i1,c2966_g0_i1,c2998_g0_i1,c2999_g0_i1,c3070_g0_i1,c3089_g0_i1,c3090_g0_i1,c3427_g0_i1,c3464_g0_i1,c382_g0_i1,c3869_g0_i1,c402_g0_i1,c426_g0_i1,c4263_g0_i1,c4304_g0_i1,c447_g0_i1,c467_g0_i1,c523_g0_i1,c1258_g0_i1,c1633_g0_i1,c187_g0_i1,c2062_g0_i1,c2087_g0_i1,c2537_g0_i1,c2636_g0_i1,c3343_g0_i1,c7252_g0_i1,c959_g0_i1,c961_g0_i1,c963_g0_i1,gi|16651|gb|Z17509.1|Z17509,gi|2047401|gb|AA395785.1|AA395785,gi|2047590|gb|AA394379.1|AA394379,gi|2047674|gb|AA394449.1|AA394449,gi|2757088|gb|T21558.1|T21558,gi|40454769|gb|CD534757.1|CD534757,gi|46369406|gb|CF774445.1|CF774445,gi|49252407|gb|BP604895.1|BP604895,gi|49266618|gb|BP615436.1|BP615436,gi|5846095|gb|AI999190.1|AI999190,gi|935973|gb|T88114.1|T88114	orient(a+/s+) align: 66748(1)-67202(455)>GT....AG<67331(456)-68191(1316)
gi|68713	64	asmbl_91	gi|85994745|gb|DR290484.1|DR290484,gi|85994753|gb|DR290492.1|DR290492,gi|85994756|gb|DR290495.1|DR290495,gi|85994761|gb|DR290500.1|DR290500,gi|85994772|gb|DR290511.1|DR290511,gi|85994775|gb|DR290514.1|DR290514,gi|85994783|gb|DR290522.1|DR290522,gi|85994791|gb|DR290530.1|DR290530,gi|85994804|gb|DR290543.1|DR290543,gi|85994815|gb|DR290554.1|DR290554,gi|86082162|gb|DR377921.1|DR377921,c168_g0_i1,c621_g0_i1,c1113_g0_i1,c5807_g0_i1,c5810_g0_i1,c5815_g0_i1,c5818_g0_i1,c5823_g0_i1,c5826_g0_i1,c5831_g0_i1,c5834_g0_i1,c5839_g0_i1,c5842_g0_i1,c5847_g0_i1,c5850_g0_i1,c5858_g0_i1,c5863_g0_i1,c5866_g0_i1,gi|49296941|gb|BP645471.1|BP645471,gi|59878529|gb|BP825343.1|BP825343,gi|59899606|gb|BP838635.1|BP838635,gi|85994742|gb|DR290481.1|DR290481,gi|85994743|gb|DR290482.1|DR290482,gi|85994746|gb|DR290485.1|DR290485,gi|85994749|gb|DR290488.1|DR290488,gi|85994750|gb|DR290489.1|DR290489,gi|85994751|gb|DR290490.1|DR290490,gi|85994752|gb|DR290491.1|DR290491,gi|85994754|gb|DR290493.1|DR290493,gi|85994755|gb|DR290494.1|DR290494,gi|85994757|gb|DR290496.1|DR290496,gi|85994760|gb|DR290499.1|DR290499,gi|85994762|gb|DR290501.1|DR290501,gi|85994763|gb|DR290502.1|DR290502,gi|85994765|gb|DR290504.1|DR290504,gi|85994766|gb|DR290505.1|DR290505,gi|85994767|gb|DR290506.1|DR290506,gi|85994770|gb|DR290509.1|DR290509,gi|85994773|gb|DR290512.1|DR290512,gi|85994777|gb|DR290516.1|DR290516,gi|85994778|gb|DR290517.1|DR290517,gi|85994781|gb|DR290520.1|DR290520,gi|85994786|gb|DR290525.1|DR290525,gi|85994789|gb|DR290528.1|DR290528,gi|85994790|gb|DR290529.1|DR290529,gi|85994792|gb|DR290531.1|DR290531,gi|85994797|gb|DR290536.1|DR290536,gi|85994798|gb|DR290537.1|DR290537,gi|85994800|gb|DR290539.1|DR290539,gi|85994802|gb|DR290541.1|DR290541,gi|85994803|gb|DR290542.1|DR290542,gi|85994805|gb|DR290544.1|DR290544,gi|85994808|gb|DR290547.1|DR290547,gi|85994811|gb|DR290550.1|DR290550,gi|85994814|gb|DR290553.1|DR290553,gi|19845997|gb|AV812012.1|AV812012,gi|86080415|gb|DR376172.1|DR376172,gi|86081940|gb|DR377699.1|DR377699,gi|21406500|gb|AY087762.1|,gi|40452367|gb|CD532355.1|CD532355,gi|42455329|emb|BX842098.1|CNS09Y91,gi|42467091|emb|BX821088.1|CNS0A869,gi|42467812|emb|BX821917.1|CNS0A8E0,gi|42467829|emb|BX822028.1|CNS0A8D9,gi|49278917|gb|BP627665.1|BP627665,gi|49293132|gb|BP641662.1|BP641662,gi|49300942|gb|BP649472.1|BP649472,gi|49309829|gb|BP658359.1|BP658359,gi|49314828|gb|BP663358.1|BP663358,gi|49315041|gb|BP663571.1|BP663571,gi|59850885|gb|BP814798.1|BP814798,gi|59854305|gb|BP818205.1|BP818205,gi|59900083|gb|BP839112.1|BP839112,gi|59906120|gb|BP845147.1|BP845147,gi|59918534|gb|BP857561.1|BP857561,c5803_g0_i1,c5804_g0_i1,c5806_g0_i1,c5811_g0_i1,c5812_g0_i1,c5813_g0_i1,c5814_g0_i1,c5816_g0_i1,c5817_g0_i1,c5821_g0_i1,c5822_g0_i1,c5824_g0_i1,c5827_g0_i1,c5828_g0_i1,c5833_g0_i1,c5836_g0_i1,c5838_g0_i1,c5844_g0_i1,c5851_g0_i1,c5852_g0_i1,c5853_g0_i1,c5859_g0_i1,c5861_g0_i1,c5864_g0_i1,c5865_g0_i1,c5869_g0_i1,c5872_g0_i1,c5875_g0_i1,c5876_g0_i1,c6693_g0_i1,c6713_g0_i1,c6716_g0_i1,c1035_g0_i1,c1609_g0_i1,c1684_g0_i1,c1743_g0_i1,c1782_g0_i1,c1784_g0_i1,c2747_g0_i1,c2866_g0_i1,c2891_g0_i1,c2927_g0_i1,c2996_g0_i1,c3038_g0_i1,c3041_g0_i1,c3754_g0_i1,c3789_g0_i1,c3846_g0_i1,c3962_g0_i1,c3968_g0_i1,c4015_g0_i1,c4112_g0_i1,c2052_g0_i1,c3086_g0_i1,c3772_g0_i1,c5802_g0_i1,c5805_g0_i1,c5808_g0_i1,c5809_g0_i1,c5819_g0_i1,c5820_g0_i1,c5825_g0_i1,c5829_g0_i1,c5830_g0_i1,c5832_g0_i1,c5841_g0_i1,c5843_g0_i1,c5845_g0_i1,c5846_g0_i1,c5848_g0_i1,c5849_g0_i1,c5854_g0_i1,c5855_g0_i1,c5856_g0_i1,c5860_g0_i1,c5862_g0_i1,c5867_g0_i1,c5870_g0_i1,c5871_g0_i1,c5873_g0_i1,gi|16226377|gb|AF428383.1|AF428383,gi|23505760|gb|AY143801.1|,gi|46368031|gb|CF773063.1|CF773063,gi|49319979|gb|BP668476.1|BP668476,gi|59852829|gb|BP816742.1|BP816742,gi|85994741|gb|DR290480.1|DR290480,gi|85994744|gb|DR290483.1|DR290483,gi|85994747|gb|DR290486.1|DR290486,gi|85994748|gb|DR290487.1|DR290487,gi|85994758|gb|DR290497.1|DR290497,gi|85994759|gb|DR290498.1|DR290498,gi|85994764|gb|DR290503.1|DR290503,gi|85994768|gb|DR290507.1|DR290507,gi|85994769|gb|DR290508.1|DR290508,gi|85994771|gb|DR290510.1|DR290510,gi|85994780|gb|DR290519.1|DR290519,gi|85994782|gb|DR290521.1|DR290521,gi|85994784|gb|DR290523.1|DR290523,gi|85994785|gb|DR290524.1|DR290524,gi|85994787|gb|DR290526.1|DR290526,gi|85994788|gb|DR290527.1|DR290527,gi|85994793|gb|DR290532.1|DR290532,gi|85994794|gb|DR290533.1|DR290533,gi|85994795|gb|DR290534.1|DR290534,gi|85994799|gb|DR290538.1|DR290538,gi|85994801|gb|DR290540.1|DR290540,gi|85994806|gb|DR290545.1|DR290545,gi|85994809|gb|DR290548.1|DR290548,gi|85994810|gb|DR290549.1|DR290549,gi|85994812|gb|DR290551.1|DR290551	orient(a-/s-) align: 78751(516)-79213(54)>CT....AC<79298(53)-79350(1)
gi|68713	64	asmbl_92	gi|85994807|gb|DR290546.1|DR290546,c621_g0_i1,c1113_g0_i1,c5874_g0_i1,c6766_g0_i1,gi|85994774|gb|DR290513.1|DR290513,gi|85994776|gb|DR290515.1|DR290515,gi|85994779|gb|DR290518.1|DR290518,gi|85994813|gb|DR290552.1|DR290552,gi|19845997|gb|AV812012.1|AV812012,gi|86086740|gb|DR382499.1|DR382499,gi|40452367|gb|CD532355.1|CD532355,gi|42455329|emb|BX842098.1|CNS09Y91,gi|49278917|gb|BP627665.1|BP627665,gi|49300942|gb|BP649472.1|BP649472,gi|49309829|gb|BP658359.1|BP658359,gi|49314828|gb|BP663358.1|BP663358,gi|49315041|gb|BP663571.1|BP663571,c5835_g0_i1,c5837_g0_i1,c5840_g0_i1,c5868_g0_i1,c1609_g0_i1,c1684_g0_i1,c2747_g0_i1,c2927_g0_i1,c2996_g0_i1,c3038_g0_i1,c3041_g0_i1,c5857_g0_i1,gi|23505760|gb|AY143801.1|,gi|85994796|gb|DR290535.1|DR290535	orient(a-/s-) align: 78779(482)-79210(51)>CT....AC<79298(50)-79347(1)
gi|68713	65	asmbl_93	gi|86003345|gb|DR299084.1|DR299084,gi|21407737|gb|AY088963.1|,c6014_g0_i1,gi|1890314|emb|Y11790.1|ATP25A,gi|86003343|gb|DR299082.1|DR299082,gi|86083925|gb|DR379684.1|DR379684,gi|28393256|gb|BT004021.1|,gi|28827477|gb|BT005050.1|,gi|19742364|gb|AU227717.1|AU227717,c6016_g0_i1,c6736_g0_i1,c1050_g0_i1,c1332_g0_i1,c250_g0_i1,c297_g0_i1,c1340_g0_i1,c6013_g0_i1,c6015_g0_i1,c7244_g0_i1,c872_g0_i1,gi|19875912|gb|AU236743.1|AU236743,gi|86003342|gb|DR299081.1|DR299081,gi|86003344|gb|DR299083.1|DR299083,gi|935247|gb|T76229.1|T76229	orient(a-/s-) align: 79751(1163)-80395(519)>CT....AC<80467(518)-80658(327)>CT....AC<80742(326)-81067(1)
gi|68713	66	asmbl_94	c801_g0_i1,gi|18086348|gb|AY064984.1|,gi|19837286|gb|AV803301.1|AV803301,gi|19870968|gb|AV828908.1|AV828908,c545_g0_i1,c228_g0_i1	orient(a-/s?) align: 83055(2215)-85269(1)
gi|68713	67	asmbl_95	gi|8701219|gb|AV539462.1|AV539462,c957_g0_i1,gi|19855945|gb|AV814165.1|AV814165,gi|86059165|gb|DR354922.1|DR354922,c639_g0_i1,c6473_g0_i1,c6984_g0_i1,gi|20466585|gb|AY099759.1|	orient(a+/s+) align: 85411(1)-85683(273)>GT....AG<85851(274)-85939(362)>GT....AG<86095(363)-86161(429)>GT....AG<86243(430)-86358(545)>GT....AG<86519(546)-86585(612)>GT....AG<86675(613)-86723(661)>GT....AG<86880(662)-86965(747)>GT....AG<87052(748)-87311(1007)>GT....AG<87416(1008)-87471(1063)>GT....AG<87569(1064)-87654(1149)>GT....AG<87736(1150)-87828(1242)>GT....AG<87925(1243)-88246(1564)>GT....AG<88333(1565)-88847(2079)>GT....AG<88946(2080)-89180(2314)>GT....AG<89264(2315)-89627(2678)
gi|68713	68	asmbl_96	gi|85878710|gb|DR199668.1|DR199668,gi|85878709|gb|DR199667.1|DR199667,gi|85878711|gb|DR199669.1|DR199669,gi|85878712|gb|DR199670.1|DR199670,c4817_g0_i1,c4818_g0_i1,c4819_g0_i1,c4820_g0_i1	orient(a-/s-) align: 89930(499)-90125(304)>CT....AC<90506(303)-90808(1)
gi|68713	69	asmbl_97	gi|8694604|gb|AV534321.1|AV534321,gi|8703392|gb|AV541633.1|AV541633,c282_g0_i1,c860_g0_i1,gi|19875210|gb|AU236041.1|AU236041,gi|21407846|gb|AY089072.1|,c5073_g0_i1,c7219_g0_i1,gi|8738466|gb|AV567012.1|AV567012,gi|19741485|gb|AU226838.1|AU226838,gi|85897665|gb|DR218623.1|DR218623,gi|85897667|gb|DR218625.1|DR218625,gi|85897670|gb|DR218628.1|DR218628,c6939_g0_i1,c6999_g0_i1,c1053_g0_i1,c5071_g0_i1,c5072_g0_i1,c5074_g0_i1,c5075_g0_i1,c5076_g0_i1,c6668_g0_i1,gi|85897666|gb|DR218624.1|DR218624,gi|85897668|gb|DR218626.1|DR218626,gi|85897669|gb|DR218627.1|DR218627,gi|86078405|gb|DR374162.1|DR374162	orient(a+/s+) align: 92097(1)-92249(153)>GT....AG<92397(154)-92496(253)>GT....AG<92587(254)-92644(311)>GT....AG<92722(312)-93078(668)>GT....AG<93165(669)-93471(975)
gi|68713	69	asmbl_98	c2041_g0_i1,gi|45680318|gb|BT012008.1|	orient(a+/s+) align: 92211(1)-92249(39)>GT....AG<92397(40)-92496(139)>GT....AG<92587(140)-92644(197)>GT....AG<92722(198)-92801(277)>GT....AG<92993(278)-93000(285)
gi|68713	70	asmbl_99	gi|86075897|gb|DR371654.1|DR371654,c1385_g0_i1,c1762_g0_i1,c4162_g0_i1,c7041_g0_i1,gi|59924164|gb|BP863191.1|BP863191,gi|8717970|gb|AV546556.1|AV546556,gi|21403013|gb|AY084303.1|,gi|30794071|gb|BT008670.1|,gi|42467362|emb|BX819731.1|CNS0A8J3,gi|42467487|emb|BX820130.1|CNS0A8EQ,gi|19797860|gb|AU229505.1|AU229505,c6634_g0_i1,c993_g0_i1,c1754_g0_i1,c318_g0_i1,c1969_g0_i1,c6221_g0_i1,c6222_g0_i1,c889_g0_i1,gi|19877504|gb|AU238335.1|AU238335,gi|42531294|gb|BX837211.1|BX837211,gi|86036066|gb|DR331819.1|DR331819,gi|86036067|gb|DR331820.1|DR331820	orient(a-/s-) align: 93671(1615)-94666(620)>CT....AC<94772(619)-94855(536)>CT....AC<94933(535)-94981(487)>CT....AC<95304(486)-95346(444)>CT....AC<95523(443)-95580(386)>CT....AC<95682(385)-95826(241)>CT....AC<96015(240)-96143(112)>CT....AC<96581(111)-96691(1)
